,Age,Overall,Potential,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
16860,22,55,65,1123,59,33,61,61,17,38,14,14,15,12,15,55,53,51,53,54,22,27,69,42,14,22,22,16,53,21,14,15,56,40,26,58,19,20,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16861,18,55,75,1490,41,58,62,57,55,52,42,41,53,38,36,15,14,14,13,6,49,41,62,57,49,45,40,47,51,63,59,49,58,65,54,76,47,33,52,53,54,51,54,52,51,53,54,54,51,52,51,50,51,CM ,52,51,53,54,54,51,52,51,50,51,51
16862,20,55,67,1359,84,34,62,81,52,50,46,48,58,49,42,9,11,15,13,13,38,23,33,46,34,25,51,50,34,48,51,32,82,50,25,32,48,40,51,32,37,52,45,51,41,32,45,37,52,54,49,54,43,ST RM ,51,41,32,45,37,52,54,49,54,43,49
16863,19,55,70,1332,75,28,72,46,52,47,32,38,54,57,30,12,11,9,11,14,46,19,61,28,48,15,61,49,54,43,50,20,76,49,11,72,51,38,52,32,33,54,43,52,36,32,43,33,54,51,54,54,38,ST ,52,36,32,43,33,54,51,54,54,38,54
16864,20,55,71,1375,68,57,48,65,49,44,32,37,39,58,29,12,16,15,12,12,66,24,54,30,43,25,55,51,44,46,51,19,63,64,25,72,47,47,47,40,38,50,43,47,39,40,43,38,50,48,54,48,39,ST ,47,39,40,43,38,50,48,54,48,39,54
16865,20,55,65,910,26,20,34,34,25,31,14,15,21,14,17,62,49,58,50,57,12,9,42,22,14,14,27,7,49,30,21,14,37,27,12,43,18,16,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16866,20,55,68,898,23,21,26,47,15,21,14,11,10,9,11,55,55,56,57,56,10,17,69,24,5,5,15,16,43,17,19,11,29,39,12,56,38,7,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16867,36,55,55,1555,35,58,70,68,57,57,62,52,54,51,54,12,6,16,11,7,40,55,66,61,56,39,56,57,59,59,53,38,45,53,41,60,56,48,56,49,53,54,56,56,49,49,56,53,54,55,52,55,51,RW ,56,49,49,56,53,54,55,52,55,51,52
16868,23,55,65,957,34,21,38,44,19,33,13,15,14,14,20,56,52,51,51,53,14,19,56,22,12,18,19,7,60,25,22,12,27,27,20,51,32,19,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16869,17,55,70,1258,57,73,45,63,43,43,28,27,28,19,29,9,14,6,7,9,54,47,69,28,15,52,36,23,48,41,39,54,61,62,56,62,26,28,34,54,48,35,37,34,50,54,37,48,35,37,37,35,48,CB ,34,50,54,37,48,35,37,37,35,48,37
16870,25,55,58,1036,45,42,54,50,13,44,16,12,15,14,12,59,52,56,45,61,13,12,51,27,15,18,17,13,53,30,22,12,46,34,13,68,31,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16871,22,55,65,1532,76,31,80,63,57,45,37,41,61,52,39,9,10,7,10,11,47,41,72,37,51,43,49,44,59,46,54,51,70,80,54,45,53,52,55,48,49,55,52,55,54,48,52,49,55,55,54,56,54,RWB ,55,54,48,52,49,55,55,54,56,54,54
16872,22,55,64,1157,38,44,45,45,18,49,20,22,21,15,21,58,55,63,49,54,24,19,66,41,29,15,33,13,51,29,24,18,36,44,16,66,46,19,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16873,19,55,67,1409,64,62,54,59,50,50,30,24,49,44,29,7,10,15,13,15,50,49,68,42,36,49,31,34,46,46,58,53,66,63,51,72,38,32,46,54,50,47,45,46,51,54,45,50,47,47,49,46,50,CB ,46,51,54,45,50,47,47,49,46,50,49
16874,20,55,65,1340,76,54,70,59,52,49,33,34,55,57,25,12,13,12,11,6,43,17,61,27,48,12,59,55,54,38,48,19,72,63,11,57,45,42,51,31,33,53,43,51,36,31,43,33,53,51,54,53,38,ST ,51,36,31,43,33,53,51,54,53,38,54
16875,22,55,66,1436,69,41,63,64,62,46,41,36,59,32,36,15,11,12,8,10,41,43,61,67,31,43,42,29,45,65,47,47,69,56,49,61,51,30,53,49,53,50,54,53,51,49,54,53,50,54,46,52,52,CM ,53,51,49,54,53,50,54,46,52,52,46
16876,26,55,58,1386,49,79,53,51,48,57,38,29,40,23,32,7,15,6,10,9,65,57,72,38,21,57,30,40,54,40,45,57,53,68,61,78,36,25,41,61,54,41,44,41,54,61,44,54,41,43,44,41,52,CB RB ,41,54,61,44,54,41,43,44,41,52,44
16877,21,55,65,1410,89,52,80,71,36,34,53,31,61,28,32,9,8,10,11,13,46,51,62,28,31,44,39,51,47,48,28,49,88,60,54,40,37,23,47,49,46,48,43,47,54,49,43,46,48,52,44,52,54,RB ,47,54,49,43,46,48,52,44,52,54,44
16878,23,55,61,1522,59,53,62,39,49,42,59,47,55,32,41,8,15,11,13,9,57,46,62,55,48,42,57,56,51,64,62,57,58,59,47,57,49,43,53,51,52,52,53,53,53,51,53,52,52,54,51,53,54,RM ,53,53,51,53,52,52,54,51,53,54,51
16879,26,55,59,810,17,17,16,11,12,29,15,13,11,11,12,51,52,58,60,53,16,10,34,18,14,15,23,10,51,20,20,14,19,18,14,72,19,14,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16880,21,55,61,1253,52,50,40,57,29,38,25,28,28,23,31,16,13,12,9,9,52,56,69,32,22,53,38,28,47,30,41,56,63,63,63,57,34,27,33,54,46,34,36,33,50,54,36,46,34,35,36,33,47,CB ,33,50,54,36,46,34,35,36,33,47,36
16881,19,55,74,1513,86,53,55,76,59,52,45,36,48,31,33,8,7,8,8,8,47,47,56,52,34,42,38,49,59,58,51,49,82,88,51,56,48,45,53,51,54,53,54,53,57,51,54,54,53,57,51,54,58,CM ,53,57,51,54,54,53,57,51,54,58,51
16882,24,55,62,1112,41,36,57,45,18,46,23,17,18,17,16,56,52,64,52,57,21,27,63,30,16,15,33,17,44,32,33,19,39,35,18,45,41,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16883,22,55,62,1401,58,53,50,61,45,41,39,31,48,34,39,7,14,15,5,9,54,60,60,52,25,53,41,32,61,56,44,48,61,47,52,72,45,30,47,56,54,46,49,47,52,56,49,54,46,48,46,46,52,CDM ,47,52,56,49,54,46,48,46,46,52,46
16884,26,55,57,1330,86,33,56,77,48,44,25,31,49,57,26,12,11,12,7,14,55,16,63,27,47,11,56,51,51,42,50,14,82,70,11,51,47,42,50,30,32,53,43,50,36,30,43,32,53,51,54,52,38,ST ,50,36,30,43,32,53,51,54,52,38,54
16885,21,55,64,1473,55,46,65,54,55,51,45,29,50,46,30,6,10,7,7,9,54,51,61,55,56,53,40,50,55,54,55,53,53,53,56,66,47,47,52,55,54,52,53,52,53,55,53,54,52,51,53,52,52,CDM ,52,53,55,53,54,52,51,53,52,52,53
16886,21,55,63,1371,71,34,73,80,55,47,53,40,63,41,34,14,10,13,14,13,35,23,58,44,37,27,49,42,39,51,47,31,68,51,28,36,53,44,52,34,39,51,47,52,41,34,47,39,51,54,47,54,44,RM ,52,41,34,47,39,51,54,47,54,44,47
16887,20,55,65,1443,58,52,55,78,54,55,43,34,45,33,39,13,7,7,12,9,51,53,61,51,34,55,37,42,52,54,45,53,45,64,56,65,44,42,48,55,54,46,50,48,53,55,50,54,46,49,46,47,53,CDM ,48,53,55,50,54,46,49,46,47,53,46
16888,25,55,60,1049,45,19,32,46,24,28,20,16,12,16,17,57,50,53,52,56,16,24,54,25,11,17,25,18,55,27,23,12,49,25,11,75,51,16,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16889,18,55,76,1434,78,38,81,92,62,52,42,48,60,45,44,7,10,9,14,13,40,26,56,45,42,41,50,37,55,52,53,33,74,39,29,30,49,40,54,38,42,54,48,54,44,38,48,42,54,54,50,55,45,CAM ,54,44,38,48,42,54,54,50,55,45,50
16890,19,55,73,947,45,27,31,35,22,32,12,12,13,14,14,60,52,57,52,59,15,8,52,21,16,16,15,7,37,30,27,15,41,21,13,64,29,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16891,18,55,68,1422,59,34,54,73,55,49,57,50,57,53,44,14,10,6,11,6,45,23,45,53,48,28,64,51,42,58,59,28,62,46,36,39,55,57,54,36,42,54,51,54,42,36,51,42,54,55,52,55,44,LW ,54,42,36,51,42,54,55,52,55,44,52
16892,28,55,55,1576,54,41,59,58,57,57,63,62,51,48,68,15,9,13,13,8,40,52,51,52,54,55,67,51,53,55,56,57,45,54,57,52,56,50,54,52,54,53,54,54,54,52,54,54,53,54,51,54,55,LM LB ,54,54,52,54,54,53,54,51,54,55,51
16893,22,55,63,1433,71,47,72,81,57,59,48,48,59,45,36,7,10,11,9,5,39,29,83,63,28,38,43,36,40,59,45,47,69,42,39,34,52,41,53,42,46,51,50,53,46,42,50,46,51,54,47,53,47,RW RM ,53,46,42,50,46,51,54,47,53,47,47
16894,19,55,70,1324,70,47,43,57,31,47,35,32,28,21,35,13,8,14,9,8,50,46,72,40,42,61,40,27,40,41,45,58,70,56,57,73,27,28,35,54,47,36,37,35,51,54,37,47,36,38,39,37,48,CB ,35,51,54,37,47,36,38,39,37,48,39
16895,20,55,66,1372,74,66,58,61,42,50,47,30,50,31,28,14,14,9,14,9,42,57,62,23,30,46,34,43,58,28,27,53,76,62,58,65,35,26,42,54,47,44,40,42,54,54,40,47,44,47,43,46,53,RB ,42,54,54,40,47,44,47,43,46,53,43
16896,18,55,70,1370,63,47,58,70,50,49,45,31,51,31,28,8,7,6,14,11,53,52,60,30,35,49,42,39,49,52,40,55,61,60,62,48,33,30,45,53,50,46,45,45,54,53,45,50,46,48,45,47,53,RB ,45,54,53,45,50,46,48,45,47,53,45
16897,18,55,75,1326,78,34,62,68,46,47,26,32,42,62,31,8,6,6,7,14,42,11,70,28,58,17,57,61,51,32,56,15,76,62,17,48,48,55,49,29,31,53,41,49,34,29,41,31,53,48,54,51,35,ST ,49,34,29,41,31,53,48,54,51,35,54
16898,18,55,76,1441,58,57,75,70,55,49,48,45,47,30,38,8,6,5,12,13,47,49,58,55,28,52,45,32,50,56,45,52,59,80,55,37,46,28,48,51,54,46,51,48,55,51,51,54,46,51,43,48,55,CM CDM ,48,55,51,51,54,46,51,43,48,55,43
16899,17,55,77,853,27,24,32,42,14,31,10,14,13,9,13,59,59,55,49,54,10,13,58,19,6,9,14,4,48,20,17,13,29,19,13,56,22,9,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16900,19,55,70,1403,63,68,67,51,64,47,26,30,59,22,25,15,15,8,13,14,46,45,70,63,29,51,38,20,43,67,31,46,64,67,58,60,33,32,49,54,56,45,52,49,52,54,52,56,45,50,42,47,52,CB ,49,52,54,52,56,45,50,42,47,52,42
16901,20,55,65,1199,58,59,49,46,32,49,22,24,27,18,28,12,10,6,6,8,52,52,66,24,23,52,32,29,48,39,35,56,37,56,57,74,31,31,33,54,47,33,36,33,47,54,36,47,33,34,36,33,45,CB ,33,47,54,36,47,33,34,36,33,45,36
16902,19,55,64,1331,57,38,65,60,54,58,34,38,56,57,32,12,9,12,14,15,51,16,46,23,59,18,53,53,44,47,58,15,58,53,16,63,49,56,51,32,33,53,44,51,34,32,44,33,53,49,54,52,36,ST ,51,34,32,44,33,53,49,54,52,36,54
16903,25,55,60,1350,72,30,75,77,44,41,32,34,48,65,28,10,16,15,15,10,51,19,56,35,59,12,57,45,55,43,49,16,64,60,13,67,44,34,50,31,33,51,43,50,35,31,43,33,51,49,54,51,37,ST ,50,35,31,43,33,51,49,54,51,37,54
16904,19,55,70,1463,69,45,65,63,55,52,47,35,54,58,31,12,13,8,14,6,52,26,62,47,45,29,55,51,49,50,48,49,70,57,48,51,57,42,54,44,45,54,51,54,48,44,51,45,54,55,54,55,48,RW ,54,48,44,51,45,54,55,54,55,48,54
16905,18,55,78,1499,69,59,55,73,55,40,42,40,53,37,34,13,11,13,15,11,50,45,62,59,39,36,48,48,58,62,51,49,66,62,42,56,51,35,54,49,52,53,54,54,51,49,54,52,53,55,51,53,52,CM ,54,51,49,54,52,53,55,51,53,52,51
16906,25,55,60,809,29,21,26,22,12,36,13,14,6,8,13,54,59,51,58,52,13,13,32,22,9,6,11,7,39,18,23,10,27,21,13,72,27,8,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16907,20,55,65,1333,65,48,53,73,42,51,46,29,53,24,30,13,13,13,15,7,42,56,60,23,28,58,40,38,49,32,25,64,54,55,61,55,37,32,40,54,47,41,40,40,53,54,40,47,41,44,39,43,52,LB CB ,40,53,54,40,47,41,44,39,43,52,39
16908,20,55,66,1418,71,44,67,56,52,44,49,46,55,25,32,14,14,12,14,7,42,46,59,42,24,54,42,39,52,48,35,52,70,71,53,61,40,30,47,51,51,46,47,47,54,51,47,51,46,51,44,49,55,RB ,47,54,51,47,51,46,51,44,49,55,44
16909,26,55,58,1321,69,58,55,53,49,52,29,26,45,59,21,8,10,12,13,12,60,17,67,26,42,18,58,56,41,35,59,19,77,64,21,56,41,45,46,35,33,51,40,46,37,35,40,33,51,48,54,49,37,ST ,46,37,35,40,33,51,48,54,49,37,54
16910,17,55,75,1379,80,47,63,57,49,48,49,37,53,27,27,12,13,12,7,9,42,55,63,42,22,49,35,48,49,43,26,48,74,66,54,55,40,26,46,51,50,46,46,46,54,51,46,50,46,51,43,49,54,RB ,46,54,51,46,50,46,51,43,49,54,43
16911,18,55,75,1423,78,33,80,65,49,44,57,51,59,46,54,13,13,11,15,14,36,22,42,48,42,20,49,38,38,52,46,32,77,49,26,64,54,50,52,35,39,50,46,52,41,35,46,39,50,54,49,54,44,CAM LM ,52,41,35,46,39,50,54,49,54,44,49
16912,20,55,65,1354,67,53,57,37,50,38,46,35,48,23,32,13,8,15,9,15,40,53,63,27,29,55,38,36,54,38,44,52,62,63,60,68,37,27,42,54,50,43,43,42,54,54,43,50,43,46,42,45,53,LB ,42,54,54,43,50,43,46,42,45,53,42
16913,18,55,70,1458,65,45,60,69,59,65,42,49,52,45,44,6,11,8,7,7,44,23,58,61,38,37,44,46,55,68,55,49,69,42,42,61,53,44,56,45,49,54,54,56,47,45,54,49,54,55,52,54,48,CM ,56,47,45,54,49,54,55,52,54,48,52
16914,21,55,62,1392,63,27,67,66,54,45,32,51,55,55,41,16,10,13,14,8,47,16,60,51,46,15,60,55,55,55,50,19,64,51,12,53,60,51,56,31,37,55,50,56,36,31,50,37,55,54,54,54,38,CF ,56,36,31,50,37,55,54,54,54,38,54
16915,19,55,66,1331,77,42,65,67,54,56,41,47,57,55,30,15,10,10,11,14,44,11,63,28,50,10,52,56,52,42,55,18,74,46,11,53,33,38,50,29,31,54,41,50,35,29,41,31,54,52,54,54,37,ST ,50,35,29,41,31,54,52,54,54,37,54
16916,19,55,67,1202,55,44,37,50,38,51,26,31,30,23,26,10,8,6,10,13,53,49,74,26,17,49,37,27,46,42,33,53,54,45,56,82,26,26,34,54,45,35,36,34,47,54,36,45,35,36,38,35,45,CB ,34,47,54,36,45,35,36,38,35,45,38
16917,24,55,60,1528,63,49,59,60,59,36,60,65,46,41,68,13,10,8,7,5,40,48,56,60,47,57,49,42,51,52,49,53,61,67,55,71,33,24,49,54,54,49,51,49,55,54,51,54,49,52,49,51,56,LB CB ,49,55,54,51,54,49,52,49,51,56,49
16918,19,55,63,1291,73,32,78,69,57,48,51,56,63,42,38,8,13,12,5,13,26,16,40,42,48,18,31,43,37,53,46,14,71,45,20,39,52,40,53,28,35,52,46,53,36,28,46,35,52,54,47,55,39,LM ,53,36,28,46,35,52,54,47,55,39,47
16919,20,55,68,813,24,20,29,29,12,35,11,11,13,8,10,58,59,51,54,54,13,5,41,27,6,8,16,7,36,15,23,11,33,21,10,58,33,7,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16920,20,55,69,1387,77,48,80,81,51,50,27,31,55,60,33,6,14,9,14,9,49,23,72,30,46,16,59,51,46,46,44,17,77,59,16,57,48,36,52,34,35,53,44,52,37,34,44,35,53,51,54,53,38,ST ,52,37,34,44,35,53,51,54,53,38,54
16921,22,55,65,1321,71,29,50,70,54,50,37,36,57,58,25,14,8,9,12,7,52,17,59,32,46,14,52,54,54,48,52,14,67,51,19,54,48,51,53,32,34,55,46,53,36,32,46,34,55,53,55,54,38,CF ,53,36,32,46,34,55,53,55,54,38,55
16922,20,55,63,1207,54,71,48,55,31,52,20,24,27,19,20,10,10,6,12,13,42,48,77,27,15,55,37,23,47,33,37,51,53,60,54,77,29,22,31,54,46,32,34,31,46,54,34,46,32,33,34,31,44,CB ,31,46,54,34,46,32,33,34,31,44,34
16923,26,55,57,1380,63,47,59,60,43,55,46,54,50,29,29,11,13,6,8,6,43,56,57,44,22,55,36,42,54,43,42,57,58,63,60,66,33,25,43,55,51,43,45,43,54,55,45,51,43,47,43,45,54,LB ,43,54,55,45,51,43,47,43,45,54,43
16924,18,55,67,957,36,34,51,55,14,29,11,9,9,9,11,59,55,49,49,59,9,16,69,21,9,9,22,11,41,22,21,7,47,29,8,59,39,8,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16925,19,55,67,1230,71,48,39,64,29,49,22,28,25,21,24,12,7,12,9,9,47,56,76,25,17,49,42,21,43,32,33,53,72,60,63,67,26,28,31,54,45,32,33,31,50,54,33,45,32,35,35,33,47,CB ,31,50,54,33,45,32,35,35,33,47,35
16926,17,55,71,1500,64,57,60,73,58,62,47,42,55,41,36,5,15,11,8,12,43,56,61,57,38,51,37,43,52,61,52,48,62,55,53,52,49,46,53,53,55,52,54,53,54,53,54,55,52,54,50,53,54,CM ,53,54,53,54,55,52,54,50,53,54,50
16927,19,55,70,842,31,26,28,42,16,27,14,14,9,6,12,56,62,56,49,53,10,13,64,23,7,7,12,8,45,25,17,12,18,19,12,34,37,5,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16928,19,55,68,1496,67,52,58,72,56,44,39,37,51,34,37,12,13,10,11,7,49,53,60,54,47,52,43,55,46,58,52,48,62,65,54,50,48,44,52,52,54,52,53,52,53,52,53,54,52,53,50,51,53,CM CDM ,52,53,52,53,54,52,53,50,51,53,50
16929,17,55,74,1415,46,45,56,63,58,54,40,51,58,38,46,11,13,11,8,12,46,24,55,59,35,39,51,44,50,64,46,54,57,34,45,56,55,45,54,46,48,51,52,54,46,46,52,48,51,52,48,51,46,CAM ,54,46,46,52,48,51,52,48,51,46,48
16930,31,55,55,887,26,19,29,49,18,25,14,23,11,8,15,57,66,55,44,53,12,12,65,16,6,8,15,9,44,23,23,13,23,22,11,45,45,8,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16931,22,55,63,1501,62,47,61,76,55,55,40,48,54,43,45,14,14,11,12,10,41,44,59,60,39,55,43,47,51,62,49,45,57,60,47,59,52,39,54,50,53,52,54,54,51,50,54,53,52,53,50,52,51,CM ,54,51,50,54,53,52,53,50,52,51,50
16932,21,55,67,1022,46,20,39,51,20,31,17,13,19,12,17,58,52,53,51,58,20,19,56,25,13,10,23,18,52,31,19,14,40,44,11,79,11,11,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16933,19,55,70,849,29,25,35,31,12,38,13,14,14,8,12,56,50,59,59,58,12,13,50,28,7,7,12,5,41,17,22,13,26,28,14,42,29,8,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16934,33,55,55,1495,61,53,54,68,51,66,49,53,51,54,34,10,7,15,7,10,38,54,62,42,45,54,38,54,63,52,44,49,56,65,53,51,52,46,53,52,53,53,52,53,54,52,52,53,53,53,51,53,54,LM LB ,53,54,52,52,53,53,53,51,53,54,51
16935,23,55,63,1554,75,44,52,86,54,54,57,62,51,40,58,10,7,9,13,8,49,38,51,59,51,31,68,53,41,64,59,34,77,68,36,43,57,49,55,42,48,54,54,55,49,42,54,48,54,57,52,55,51,CAM RW ,55,49,42,54,48,54,57,52,55,51,52
16936,19,55,70,1343,68,44,42,67,43,35,41,26,29,28,24,10,13,7,8,13,65,60,88,30,20,52,32,38,45,38,51,56,69,68,55,60,33,20,38,56,48,40,40,38,54,56,40,48,40,42,44,40,52,CB RB ,38,54,56,40,48,40,42,44,40,52,44
16937,24,55,59,1459,63,42,61,56,54,54,52,48,59,40,40,13,12,9,14,10,45,22,53,63,36,39,45,48,48,74,59,51,65,33,43,64,56,42,57,46,49,54,54,57,47,46,54,49,54,56,52,55,48,CAM CM ,57,47,46,54,49,54,56,52,55,48,52
16938,22,55,61,993,30,30,33,30,23,22,21,15,21,10,20,60,55,48,53,55,11,8,41,34,21,12,19,5,45,40,35,15,34,31,18,55,55,10,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16939,22,55,61,830,24,16,37,46,10,36,11,13,8,9,12,58,53,57,51,59,13,8,60,29,5,7,18,5,46,21,22,14,17,24,10,35,25,7,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16940,19,55,68,1539,69,58,51,74,53,43,45,41,51,34,47,6,15,9,11,13,52,47,59,62,48,42,47,53,60,61,60,59,62,60,53,45,49,43,54,52,54,53,55,54,55,52,55,54,53,54,51,52,54,CM CDM ,54,55,52,55,54,53,54,51,52,54,51
16941,22,55,62,1498,75,54,62,73,50,51,56,46,51,30,29,11,14,15,12,9,45,46,65,55,36,46,39,42,50,51,53,51,74,64,51,51,47,45,49,50,51,49,50,49,54,50,50,51,49,53,47,51,54,RB ,49,54,50,50,51,49,53,47,51,54,47
16942,22,55,62,1516,61,56,60,63,53,55,46,42,53,43,36,11,12,8,14,14,54,53,66,52,44,48,48,41,50,52,58,54,57,61,54,61,50,41,51,54,53,50,51,51,53,54,51,53,50,51,50,50,53,CB ,51,53,54,51,53,50,51,50,50,53,50
16943,20,55,71,1338,56,52,63,64,45,44,48,32,54,28,28,11,15,8,7,5,48,53,60,27,29,54,38,37,50,43,26,62,51,63,61,58,33,29,42,55,49,42,43,42,54,55,43,49,42,45,41,45,53,RB ,42,54,55,43,49,42,45,41,45,53,41
16944,18,55,72,1367,46,61,53,69,61,56,35,37,55,54,32,7,10,6,9,8,48,21,68,29,52,21,50,62,52,54,60,26,54,63,24,37,54,49,54,36,40,56,49,54,39,36,49,40,56,52,54,53,41,ST ,54,39,36,49,40,56,52,54,53,41,54
16945,20,55,69,836,21,22,34,39,16,27,12,12,11,8,11,60,59,54,52,50,11,9,41,20,5,6,17,7,47,20,17,12,20,26,11,61,36,9,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16946,21,55,68,1430,77,64,69,77,52,51,42,37,58,54,38,13,11,10,6,7,50,40,53,32,43,24,38,44,51,53,58,19,75,58,26,60,52,39,53,41,42,54,48,53,43,41,48,42,54,54,54,55,45,ST ,53,43,41,48,42,54,54,54,55,45,54
16947,18,55,67,1365,64,47,66,57,56,51,53,44,55,59,27,8,11,9,13,11,43,15,61,48,40,16,47,51,49,50,54,17,71,49,13,63,49,49,53,32,37,54,47,53,37,32,47,37,54,54,54,55,40,ST ,53,37,32,47,37,54,54,54,55,40,54
16948,20,55,68,1351,60,48,53,55,48,44,46,35,47,28,27,8,7,9,14,6,53,56,58,44,23,54,41,36,43,49,41,58,55,64,61,63,36,25,43,55,52,42,46,43,54,55,46,52,42,46,43,44,53,CB RB ,43,54,55,46,52,42,46,43,44,53,43
16949,23,55,62,1530,60,54,60,58,53,51,53,50,56,53,46,9,9,15,13,10,49,43,34,48,59,47,48,48,50,56,60,51,62,50,54,64,50,58,54,51,51,54,52,54,52,51,52,51,54,54,54,54,52,CM LM ,54,52,51,52,51,54,54,54,54,52,54
16950,20,55,65,1341,60,30,76,70,52,47,33,42,47,55,30,8,9,8,15,6,51,17,59,26,47,13,56,55,51,44,50,11,71,60,20,78,48,43,50,34,34,52,43,50,35,34,43,34,52,49,54,51,37,ST ,50,35,34,43,34,52,49,54,51,37,54
16951,18,55,71,1442,75,38,77,87,54,62,44,46,52,42,49,13,8,10,12,6,32,26,58,48,38,32,41,44,56,53,51,33,75,61,37,48,53,43,53,39,44,52,50,53,45,39,50,44,52,54,49,53,47,CAM LM ,53,45,39,50,44,52,54,49,53,47,49
16952,17,55,69,1435,77,56,63,82,44,38,52,40,49,30,40,14,13,15,14,15,53,59,60,32,30,45,40,49,53,35,26,55,72,63,51,42,40,26,44,51,47,45,43,44,54,51,43,47,45,49,44,48,54,RB ,44,54,51,43,47,45,49,44,48,54,44
16953,24,55,60,1403,61,39,66,63,51,46,52,43,55,53,30,13,7,12,10,14,44,27,62,46,44,28,55,54,49,53,48,27,70,65,26,41,49,46,53,36,41,53,49,53,43,36,49,41,53,54,52,54,45,ST RM LM ,53,43,36,49,41,53,54,52,54,45,52
16954,18,55,73,1419,74,46,72,66,47,45,48,39,46,24,24,11,7,14,12,15,43,52,74,37,34,47,32,38,53,44,47,51,72,65,54,64,38,29,45,52,49,45,45,45,54,52,45,49,45,48,44,47,53,RB ,45,54,52,45,49,45,48,44,47,53,44
16955,17,55,72,1460,73+10,38,55,79,57,58,47,46,62+5,40,43,11,13,10,14,8,36,24,52,59+6,35,30,47,56+7,54,58+4,49,42,69,78+38,39,47+9,50,39,55,40,47,55,54,55,48,40,54,47,55,58,51,55,50,CM ,55,48,40,54,47,55,58,51,55,50,51
16956,23,55,62,1529,54,51,58,74,60,55,51,43,60,56,46,10,7,13,5,11,41,43,64,66,54,44,48,46,49,68,46,45,57,57,50,53,59,40,58,49,54,56,58,58,51,49,58,54,56,57,52,57,53,CM CDM ,58,51,49,58,54,56,57,52,57,53,52
16957,17,55,72,1349,68,47,58,70,47,49,33,32,51,59,31,12,8,12,13,12,51,16,61,29,49,16,52,51,49,45,55,15,71,55,18,59,47,57,50,33,34,52,43,50,35,33,43,34,52,50,54,51,37,ST ,50,35,33,43,34,52,50,54,51,37,54
16958,20,55,67,1007,47,16,31,59,26,28,12,18,16,15,15,54,55,53,56,53,11,22,58,25,18,16,23,19,47,26,17,11,42,27,20,54,30,15,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16959,24,55,58,826,32,24,29,22,11,23,10,10,10,6,10,52,55,60,57,54,14,6,34,27,5,5,16,8,43,29,20,11,27,25,12,62,31,9,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
16960,22,55,65,1372,62,47,67,71,54,43,35,61,57,55,37,12,8,9,8,14,43,11,63,43,52,15,53,50,53,51,48,19,61,57,16,40,56,44,54,30,36,54,48,54,35,30,48,36,54,53,52,54,38,CF CAM ,54,35,30,48,36,54,53,52,54,38,52
16961,20,55,67,1361,72,63,61,55,47,51,32,35,48,55,31,13,13,13,10,10,52,18,58,24,51,15,54,56,43,36,62,17,75,66,17,69,40,50,47,35,33,51,40,47,36,35,40,33,51,48,54,50,37,ST ,47,36,35,40,33,51,48,54,50,37,54
16962,19,55,65,1339,54,34,58,79,48,53,31,43,52,59,30,7,13,11,13,13,52,19,60,50,54,13,60,54,57,52,62,17,57,55,12,34,48,38,52,29,35,53,48,52,35,29,48,35,53,51,54,51,37,ST ,52,35,29,48,35,53,51,54,51,37,54
16963,20,55,70,904,39,15,40,43,22,22,18,18,16,11,14,59,58,56,55,57,11,6,50,28,10,14,30,4,31,27,18,16,40,16,18,30,23,11,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
